1 66.384000 67.937000 66.863000 64.842000 67.252000 66.292000 66.882000 65.337000 65.955000 66.241000 
2 34.025000 35.813000 37.296000 36.028000 34.788000 36.269000 35.463000 36.891000 36.729000 35.052000 
4 22.782000 22.729000 22.606000 22.351000 22.156000 21.990000 21.283000 22.627000 19.979000 22.544000 
8 16.050000 17.749000 16.241000 16.321000 15.937000 15.880000 16.251000 15.348000 16.041000 17.483000 
16 14.887000 15.063000 14.946000 14.741000 15.491000 15.385000 14.911000 15.143000 15.147000 15.104000 
32 15.011000 15.776000 13.230000 15.015000 15.612000 15.152000 14.977000 15.311000 15.382000 15.354000 
