1 19.913000 21.591000 19.775000 22.587000 16.137000 21.202000 19.249000 23.332000 23.995000 18.243000 
2 14.164000 15.195000 12.626000 13.919000 14.476000 14.569000 14.184000 11.724000 12.383000 14.787000 
4 9.399000 10.381000 8.486000 9.460000 10.360000 11.143000 7.707000 10.731000 10.199000 9.803000 
8 7.491000 7.344000 7.748000 7.269000 8.689000 7.566000 7.941000 7.593000 8.603000 8.252000 
16 7.204000 7.798000 7.358000 6.667000 6.207000 6.206000 6.807000 7.139000 6.634000 7.209000 
32 7.658000 7.302000 7.868000 9.620000 7.503000 6.919000 9.982000 7.513000 7.467000 6.836000 
