1 4555.390000 4552.031000 4553.918000 4556.264000 4550.958000 
2 2541.938000 2535.167000 2539.672000 2540.931000 2543.021000 
4 1246.841000 1246.651000 1243.798000 1246.608000 1248.106000 
8 869.092000 869.213000 869.879000 869.203000 869.609000 
16 887.708000 893.981000 891.224000 887.878000 891.175000 
