1 59.597000 63.568000 60.527000 63.511000 62.723000 
2 41.127000 44.341000 44.307000 44.530000 44.736000 
4 24.677000 24.591000 24.703000 24.675000 24.757000 
8 14.895000 15.192000 15.030000 15.013000 15.028000 
16 14.321000 13.552000 14.216000 13.575000 14.160000 
