1 55.922000 55.400000 56.193000 52.409000 55.423000 
2 30.875000 31.935000 30.644000 31.937000 31.966000 
4 17.010000 17.026000 17.025000 17.006000 16.984000 
8 10.027000 12.745000 12.780000 12.766000 14.281000 
16 9.799000 12.274000 9.797000 12.413000 12.174000 
