1 180.144000 170.272000 176.816000 165.833000 174.308000 
2 96.156000 91.928000 90.072000 91.385000 91.925000 
4 53.452000 53.241000 51.947000 49.788000 49.558000 
8 31.181000 41.442000 31.869000 41.027000 40.874000 
16 41.126000 40.781000 31.694000 40.460000 40.646000 
