1 7.572000 8.126000 8.495000 7.892000 8.927000 
2 4.473000 4.467000 4.474000 4.427000 4.482000 
4 2.651000 2.476000 2.622000 2.480000 2.625000 
8 2.075000 2.072000 2.047000 2.184000 2.052000 
16 2.454000 2.277000 2.000000 2.503000 2.591000 
